order_id,customer_id,order_date,product_category,cost_price,selling_price,quantity,customer_city,total_cost,total_revenue,profit,profit_margin_pct
ORD009698,CUST01262,2025-03-08,Beauty,833.16,1552.81,1,Hyderabad,833.16,1552.81,719.65,46.35
ORD005052,CUST00653,2025-03-08,Apparel,519.11,829.09,1,Bengaluru,519.11,829.09,309.98,37.39
ORD005710,CUST00746,2025-03-08,Sports,425.83,558.1,1,Kolkata,425.83,558.1,132.27,23.7
ORD010515,CUST01373,2025-03-08,Apparel,984.73,1762.24,1,Mumbai,984.73,1762.24,777.51,44.12
ORD014895,CUST01964,2025-03-08,Electronics,6489.87,7114.55,1,Pune,6489.87,7114.55,624.68,8.78
ORD009498,CUST01231,2025-03-08,Electronics,13901.33,16633.66,1,Hyderabad,13901.33,16633.66,2732.33,16.43
ORD005361,CUST00700,2025-03-08,Groceries,600.12,687.81,2,Kolkata,1200.24,1375.62,175.38,12.75
ORD012298,CUST01611,2025-03-08,Groceries,232.27,252.13,1,Pune,232.27,252.13,19.86,7.88
ORD010008,CUST01312,2025-03-08,Electronics,3805.93,4341.27,1,Chennai,3805.93,4341.27,535.34,12.33
ORD004278,CUST00530,2025-03-08,Sports,1676.9,2363.6,1,Lucknow,1676.9,2363.6,686.7,29.05
ORD001577,CUST00215,2025-03-08,Beauty,365.16,616.77,1,Kolkata,365.16,616.77,251.61,40.79
ORD011306,CUST01473,2025-03-08,Beauty,1105.05,2157.3,1,Pune,1105.05,2157.3,1052.25,48.78
ORD005868,CUST00768,2025-03-08,Electronics,4476.66,5312.04,1,Mumbai,4476.66,5312.04,835.38,15.73
ORD000418,CUST00054,2025-03-08,Home & Kitchen,2909.86,3754.68,1,Lucknow,2909.86,3754.68,844.82,22.5
ORD008238,CUST01075,2025-03-08,Apparel,576.22,1033.43,2,Pune,1152.44,2066.86,914.42,44.24
ORD009041,CUST01167,2025-03-08,Apparel,1245.26,2264.88,2,Jaipur,2490.52,4529.76,2039.24,45.02
ORD004938,CUST00632,2025-03-08,Electronics,12732.65,14067.68,1,Chennai,12732.65,14067.68,1335.03,9.49
ORD003736,CUST00474,2025-03-08,Home & Kitchen,325.34,457.81,2,Kolkata,650.68,915.62,264.94,28.94
ORD014138,CUST01857,2025-03-08,Sports,2068.01,2781.31,1,Bengaluru,2068.01,2781.31,713.3,25.65
ORD006618,CUST00857,2025-03-09,Groceries,732.92,841.0,1,Mumbai,732.92,841.0,108.08,12.85
ORD006340,CUST00816,2025-03-09,Electronics,12095.72,13933.87,1,Kolkata,12095.72,13933.87,1838.15,13.19
ORD013273,CUST01738,2025-03-09,Electronics,17524.47,19141.29,1,Kolkata,17524.47,19141.29,1616.82,8.45
ORD005222,CUST00679,2025-03-09,Electronics,4775.93,5425.45,1,Delhi,4775.93,5425.45,649.52,11.97
ORD009613,CUST01244,2025-03-09,Electronics,6636.61,7500.02,1,Chennai,6636.61,7500.02,863.41,11.51
ORD009479,CUST01229,2025-03-09,Electronics,2895.32,3475.04,1,Delhi,2895.32,3475.04,579.72,16.68
ORD003761,CUST00476,2025-03-09,Home & Kitchen,2199.27,3056.96,4,Ahmedabad,8797.08,12227.84,3430.76,28.06
ORD010173,CUST01334,2025-03-09,Groceries,418.24,462.74,1,Mumbai,418.24,462.74,44.5,9.62
ORD007721,CUST01013,2025-03-09,Apparel,242.06,362.63,3,Mumbai,726.18,1087.89,361.71,33.25
ORD014388,CUST01893,2025-03-09,Apparel,758.96,1357.43,1,Chennai,758.96,1357.43,598.47,44.09
ORD004009,CUST00504,2025-03-09,Electronics,14888.75,18009.2,1,Lucknow,14888.75,18009.2,3120.45,17.33
ORD004214,CUST00523,2025-03-09,Groceries,403.08,458.72,1,Mumbai,403.08,458.72,55.64,12.13
ORD010409,CUST01358,2025-03-09,Groceries,267.06,290.55,1,Bengaluru,267.06,290.55,23.49,8.08
ORD014168,CUST01859,2025-03-09,Sports,1022.34,1390.04,2,Bengaluru,2044.68,2780.08,735.4,26.45
ORD010987,CUST01441,2025-03-09,Groceries,492.12,557.92,2,Bengaluru,984.24,1115.84,131.6,11.79
ORD010812,CUST01417,2025-03-09,Groceries,352.59,379.29,1,Bengaluru,352.59,379.29,26.7,7.04
ORD012360,CUST01619,2025-03-09,Apparel,577.18,895.43,4,Kolkata,2308.72,3581.72,1273.0,35.54
ORD000261,CUST00036,2025-03-09,Apparel,813.23,1281.4,1,Bengaluru,813.23,1281.4,468.17,36.54
ORD009860,CUST01295,2025-03-09,Groceries,544.39,607.73,1,Lucknow,544.39,607.73,63.34,10.42
ORD003034,CUST00397,2025-03-09,Beauty,309.45,501.09,4,Delhi,1237.8,2004.36,766.56,38.24
ORD003246,CUST00416,2025-03-09,Groceries,117.57,133.7,1,Lucknow,117.57,133.7,16.13,12.06
ORD014441,CUST01900,2025-03-09,Home & Kitchen,3811.44,5203.42,1,Ahmedabad,3811.44,5203.42,1391.98,26.75
ORD005860,CUST00767,2025-03-10,Home & Kitchen,1488.09,2022.34,1,Hyderabad,1488.09,2022.34,534.25,26.42
ORD010774,CUST01410,2025-03-10,Home & Kitchen,2943.72,3871.04,1,Delhi,2943.72,3871.04,927.32,23.96
ORD007301,CUST00954,2025-03-10,Electronics,5036.84,6038.23,1,Hyderabad,5036.84,6038.23,1001.39,16.58
ORD010312,CUST01350,2025-03-10,Sports,2030.05,2567.72,1,Mumbai,2030.05,2567.72,537.67,20.94
ORD014568,CUST01917,2025-03-10,Electronics,12005.93,13321.41,1,Kolkata,12005.93,13321.41,1315.48,9.87
ORD014495,CUST01909,2025-03-10,Apparel,331.8,550.66,2,Pune,663.6,1101.32,437.72,39.75
ORD004005,CUST00504,2025-03-10,Electronics,19095.46,22358.54,1,Lucknow,19095.46,22358.54,3263.08,14.59
ORD005453,CUST00716,2025-03-10,Apparel,1458.6,2441.31,1,Mumbai,1458.6,2441.31,982.71,40.25
ORD007378,CUST00969,2025-03-10,Home & Kitchen,905.7,1199.01,1,Lucknow,905.7,1199.01,293.31,24.46
ORD006935,CUST00910,2025-03-10,Groceries,407.06,454.46,1,Mumbai,407.06,454.46,47.4,10.43
ORD012232,CUST01598,2025-03-10,Beauty,710.48,1148.64,2,Pune,1420.96,2297.28,876.32,38.15
ORD014883,CUST01963,2025-03-10,Home & Kitchen,1998.69,2573.59,2,Delhi,3997.38,5147.18,1149.8,22.34
ORD009795,CUST01278,2025-03-10,Apparel,1644.79,2447.05,1,Hyderabad,1644.79,2447.05,802.26,32.78
ORD010551,CUST01376,2025-03-10,Electronics,13234.14,16044.31,1,Kolkata,13234.14,16044.31,2810.17,17.52
ORD009071,CUST01172,2025-03-10,Electronics,23811.79,27833.81,1,Mumbai,23811.79,27833.81,4022.02,14.45
ORD007245,CUST00948,2025-03-10,Electronics,3086.67,3486.35,1,Hyderabad,3086.67,3486.35,399.68,11.46
ORD001079,CUST00141,2025-03-10,Beauty,829.27,1498.27,1,Ahmedabad,829.27,1498.27,669.0,44.65
ORD013359,CUST01755,2025-03-10,Electronics,5716.67,6258.28,1,Mumbai,5716.67,6258.28,541.61,8.65
ORD008829,CUST01147,2025-03-10,Home & Kitchen,3195.43,4460.52,1,Jaipur,3195.43,4460.52,1265.09,28.36
ORD013129,CUST01719,2025-03-10,Electronics,13654.72,14922.02,1,Bengaluru,13654.72,14922.02,1267.3,8.49
ORD012363,CUST01619,2025-03-10,Home & Kitchen,1355.1,1973.11,2,Kolkata,2710.2,3946.22,1236.02,31.32
ORD006608,CUST00854,2025-03-10,Apparel,1426.87,2187.36,1,Jaipur,1426.87,2187.36,760.49,34.77
ORD007681,CUST01012,2025-03-10,Apparel,1132.53,2019.9,1,Mumbai,1132.53,2019.9,887.37,43.93
ORD010022,CUST01313,2025-03-10,Apparel,1028.67,1700.81,3,Chennai,3086.01,5102.43,2016.42,39.52
ORD011981,CUST01560,2025-03-10,Beauty,1159.17,2012.07,1,Hyderabad,1159.17,2012.07,852.9,42.39
ORD005305,CUST00685,2025-03-10,Sports,706.31,927.84,2,Bengaluru,1412.62,1855.68,443.06,23.88
ORD002073,CUST00272,2025-03-11,Apparel,722.18,1139.77,1,Bengaluru,722.18,1139.77,417.59,36.64
ORD005132,CUST00663,2025-03-11,Apparel,1271.88,2081.07,1,Mumbai,1271.88,2081.07,809.19,38.88
ORD013489,CUST01769,2025-03-11,Electronics,22442.12,26680.16,1,Mumbai,22442.12,26680.16,4238.04,15.88
ORD007418,CUST00973,2025-03-11,Electronics,17634.39,20629.81,1,Kolkata,17634.39,20629.81,2995.42,14.52
ORD011597,CUST01513,2025-03-11,Beauty,517.01,836.47,1,Lucknow,517.01,836.47,319.46,38.19
ORD011222,CUST01465,2025-03-11,Groceries,530.81,573.39,1,Mumbai,530.81,573.39,42.58,7.43
ORD010911,CUST01429,2025-03-11,Electronics,17827.94,19695.56,2,Ahmedabad,35655.88,39391.12,3735.24,9.48
ORD009406,CUST01221,2025-03-11,Groceries,519.19,593.23,1,Hyderabad,519.19,593.23,74.04,12.48
ORD002650,CUST00352,2025-03-11,Home & Kitchen,2450.41,3433.03,2,Jaipur,4900.82,6866.06,1965.24,28.62
ORD011714,CUST01529,2025-03-11,Groceries,425.3,474.99,1,Lucknow,425.3,474.99,49.69,10.46
ORD010764,CUST01410,2025-03-11,Groceries,132.39,151.75,1,Delhi,132.39,151.75,19.36,12.76
ORD009033,CUST01167,2025-03-11,Beauty,398.3,689.28,2,Jaipur,796.6,1378.56,581.96,42.22
ORD001465,CUST00198,2025-03-11,Sports,741.35,1056.33,1,Ahmedabad,741.35,1056.33,314.98,29.82
ORD014739,CUST01942,2025-03-11,Sports,2708.15,3422.42,1,Jaipur,2708.15,3422.42,714.27,20.87
ORD011579,CUST01511,2025-03-11,Apparel,1559.99,2418.13,4,Bengaluru,6239.96,9672.52,3432.56,35.49
ORD005916,CUST00772,2025-03-11,Apparel,1528.38,2503.03,1,Mumbai,1528.38,2503.03,974.65,38.94
ORD012276,CUST01608,2025-03-11,Apparel,1630.12,2593.35,1,Mumbai,1630.12,2593.35,963.23,37.14
ORD007497,CUST00990,2025-03-11,Electronics,5468.86,6474.11,1,Ahmedabad,5468.86,6474.11,1005.25,15.53
ORD005160,CUST00672,2025-03-11,Groceries,668.34,714.68,1,Bengaluru,668.34,714.68,46.34,6.48
ORD011887,CUST01553,2025-03-11,Electronics,4275.37,4799.38,1,Pune,4275.37,4799.38,524.01,10.92
ORD005840,CUST00760,2025-03-11,Sports,3061.21,4002.91,1,Delhi,3061.21,4002.91,941.7,23.53
ORD000470,CUST00063,2025-03-11,Electronics,5807.37,6997.03,1,Ahmedabad,5807.37,6997.03,1189.66,17.0
ORD007733,CUST01015,2025-03-11,Apparel,1211.67,1824.26,1,Pune,1211.67,1824.26,612.59,33.58
ORD011848,CUST01551,2025-03-11,Apparel,611.07,1036.23,3,Ahmedabad,1833.21,3108.69,1275.48,41.03
ORD000886,CUST00117,2025-03-12,Home & Kitchen,2760.55,3546.97,2,Bengaluru,5521.1,7093.94,1572.84,22.17
ORD007889,CUST01028,2025-03-12,Groceries,230.48,247.02,1,Chennai,230.48,247.02,16.54,6.7
ORD009363,CUST01212,2025-03-12,Groceries,323.61,357.47,1,Chennai,323.61,357.47,33.86,9.47
ORD005484,CUST00718,2025-03-12,Sports,1143.89,1599.79,1,Lucknow,1143.89,1599.79,455.9,28.5
ORD001649,CUST00227,2025-03-12,Home & Kitchen,2090.99,2838.97,1,Mumbai,2090.99,2838.97,747.98,26.35
ORD003133,CUST00404,2025-03-12,Electronics,5479.45,6119.68,1,Bengaluru,5479.45,6119.68,640.23,10.46
ORD001789,CUST00243,2025-03-12,Apparel,1448.35,2334.71,1,Pune,1448.35,2334.71,886.36,37.96
ORD014571,CUST01917,2025-03-12,Beauty,612.38,1119.02,1,Kolkata,612.38,1119.02,506.64,45.28
ORD011447,CUST01495,2025-03-12,Sports,1122.86,1487.2,1,Chennai,1122.86,1487.2,364.34,24.5
ORD002243,CUST00293,2025-03-12,Electronics,18001.32,21064.91,2,Mumbai,36002.64,42129.82,6127.18,14.54
ORD010279,CUST01346,2025-03-12,Groceries,432.27,472.69,1,Chennai,432.27,472.69,40.42,8.55
ORD008479,CUST01104,2025-03-12,Apparel,296.13,437.5,1,Bengaluru,296.13,437.5,141.37,32.31
ORD010620,CUST01385,2025-03-12,Electronics,23981.01,27819.08,2,Delhi,47962.02,55638.16,7676.14,13.8
ORD004450,CUST00552,2025-03-12,Apparel,872.67,1324.28,1,Delhi,872.67,1324.28,451.61,34.1
ORD012773,CUST01668,2025-03-12,Electronics,9137.85,10808.76,1,Mumbai,9137.85,10808.76,1670.91,15.46
ORD012954,CUST01687,2025-03-13,Electronics,16503.36,19668.92,1,Jaipur,16503.36,19668.92,3165.56,16.09
ORD003357,CUST00436,2025-03-13,Apparel,1312.25,2234.66,1,Bengaluru,1312.25,2234.66,922.41,41.28
ORD000018,CUST00002,2025-03-13,Electronics,15110.71,17817.55,2,Mumbai,30221.42,35635.1,5413.68,15.19
ORD011134,CUST01453,2025-03-13,Electronics,3488.31,3899.2,1,Chennai,3488.31,3899.2,410.89,10.54
ORD006622,CUST00858,2025-03-13,Electronics,22255.67,24684.08,2,Delhi,44511.34,49368.16,4856.82,9.84
ORD013302,CUST01741,2025-03-13,Groceries,369.05,397.4,1,Jaipur,369.05,397.4,28.35,7.13
ORD014894,CUST01964,2025-03-13,Home & Kitchen,287.6,383.17,1,Pune,287.6,383.17,95.57,24.94
ORD004525,CUST00566,2025-03-13,Beauty,268.89,436.19,1,Mumbai,268.89,436.19,167.3,38.35
ORD007194,CUST00942,2025-03-13,Sports,1201.94,1581.83,1,Pune,1201.94,1581.83,379.89,24.02
ORD008170,CUST01062,2025-03-13,Groceries,436.85,507.7,1,Delhi,436.85,507.7,70.85,13.96
ORD001977,CUST00264,2025-03-13,Home & Kitchen,1730.43,2515.02,1,Bengaluru,1730.43,2515.02,784.59,31.2
ORD000143,CUST00022,2025-03-13,Beauty,755.73,1228.66,1,Pune,755.73,1228.66,472.93,38.49
ORD003992,CUST00502,2025-03-13,Beauty,1044.77,1973.94,1,Kolkata,1044.77,1973.94,929.17,47.07
ORD008548,CUST01114,2025-03-13,Beauty,670.19,1261.63,1,Delhi,670.19,1261.63,591.44,46.88
ORD003415,CUST00442,2025-03-13,Groceries,433.06,472.98,1,Pune,433.06,472.98,39.92,8.44
ORD002903,CUST00386,2025-03-13,Beauty,997.33,1651.83,1,Pune,997.33,1651.83,654.5,39.62
ORD010838,CUST01420,2025-03-13,Electronics,18484.28,22017.43,1,Delhi,18484.28,22017.43,3533.15,16.05
ORD014093,CUST01854,2025-03-13,Home & Kitchen,1154.11,1547.83,1,Jaipur,1154.11,1547.83,393.72,25.44
ORD014826,CUST01956,2025-03-13,Home & Kitchen,795.31,1156.03,1,Ahmedabad,795.31,1156.03,360.72,31.2
ORD007008,CUST00919,2025-03-13,Sports,2976.81,4102.27,1,Bengaluru,2976.81,4102.27,1125.46,27.44
ORD004821,CUST00613,2025-03-13,Apparel,739.66,1114.19,1,Mumbai,739.66,1114.19,374.53,33.61
ORD000664,CUST00087,2025-03-13,Apparel,1315.94,2175.06,1,Delhi,1315.94,2175.06,859.12,39.5
ORD001635,CUST00227,2025-03-13,Electronics,24284.1,26571.31,1,Mumbai,24284.1,26571.31,2287.21,8.61
ORD002047,CUST00271,2025-03-13,Apparel,981.73,1523.85,1,Delhi,981.73,1523.85,542.12,35.58
ORD006274,CUST00811,2025-03-13,Electronics,19054.13,21628.42,1,Mumbai,19054.13,21628.42,2574.29,11.9
ORD014677,CUST01934,2025-03-13,Groceries,604.72,699.57,1,Mumbai,604.72,699.57,94.85,13.56
ORD010482,CUST01368,2025-03-13,Apparel,611.54,960.92,1,Mumbai,611.54,960.92,349.38,36.36
ORD003629,CUST00464,2025-03-13,Groceries,525.04,566.58,1,Pune,525.04,566.58,41.54,7.33
ORD004712,CUST00582,2025-03-13,Groceries,620.63,675.05,1,Jaipur,620.63,675.05,54.42,8.06
ORD002982,CUST00391,2025-03-14,Apparel,1368.99,2385.4,1,Bengaluru,1368.99,2385.4,1016.41,42.61
ORD012574,CUST01648,2025-03-14,Sports,957.21,1217.85,1,Bengaluru,957.21,1217.85,260.64,21.4
ORD005596,CUST00732,2025-03-14,Home & Kitchen,1981.47,2605.06,1,Hyderabad,1981.47,2605.06,623.59,23.94
ORD008656,CUST01123,2025-03-14,Groceries,690.29,792.13,1,Delhi,690.29,792.13,101.84,12.86
ORD006784,CUST00887,2025-03-14,Sports,2220.38,3058.51,1,Hyderabad,2220.38,3058.51,838.13,27.4
ORD014275,CUST01874,2025-03-14,Groceries,432.75,465.25,1,Ahmedabad,432.75,465.25,32.5,6.99
ORD014770,CUST01947,2025-03-14,Groceries,94.59,105.2,1,Chennai,94.59,105.2,10.61,10.09
ORD002890,CUST00384,2025-03-14,Groceries,203.9,233.45,1,Bengaluru,203.9,233.45,29.55,12.66
ORD002509,CUST00326,2025-03-14,Electronics,17193.7,20884.41,1,Lucknow,17193.7,20884.41,3690.71,17.67
ORD014968,CUST01979,2025-03-14,Groceries,99.7,107.53,1,Delhi,99.7,107.53,7.83,7.28
ORD012190,CUST01592,2025-03-14,Home & Kitchen,595.86,858.88,2,Mumbai,1191.72,1717.76,526.04,30.62
ORD013451,CUST01762,2025-03-14,Sports,1859.16,2653.37,1,Kolkata,1859.16,2653.37,794.21,29.93
ORD012849,CUST01673,2025-03-14,Groceries,547.19,594.57,1,Kolkata,547.19,594.57,47.38,7.97
ORD005275,CUST00681,2025-03-14,Apparel,948.6,1458.27,1,Mumbai,948.6,1458.27,509.67,34.95
ORD011443,CUST01494,2025-03-14,Electronics,20959.27,24077.29,1,Jaipur,20959.27,24077.29,3118.02,12.95
ORD002558,CUST00337,2025-03-14,Beauty,379.38,724.02,1,Hyderabad,379.38,724.02,344.64,47.6
ORD007102,CUST00932,2025-03-14,Apparel,1386.91,2398.67,1,Chennai,1386.91,2398.67,1011.76,42.18
ORD000057,CUST00008,2025-03-14,Beauty,769.63,1381.49,1,Kolkata,769.63,1381.49,611.86,44.29
ORD014706,CUST01936,2025-03-14,Sports,2022.57,2728.6,1,Pune,2022.57,2728.6,706.03,25.88
ORD002943,CUST00390,2025-03-14,Home & Kitchen,2618.29,3844.37,2,Chennai,5236.58,7688.74,2452.16,31.89
ORD012988,CUST01693,2025-03-14,Home & Kitchen,2539.92,3725.98,1,Kolkata,2539.92,3725.98,1186.06,31.83
ORD002179,CUST00281,2025-03-14,Groceries,600.54,677.38,1,Mumbai,600.54,677.38,76.84,11.34
ORD001629,CUST00225,2025-03-15,Electronics,12356.08,14001.29,1,Delhi,12356.08,14001.29,1645.21,11.75
ORD008767,CUST01141,2025-03-15,Beauty,934.76,1650.8,2,Bengaluru,1869.52,3301.6,1432.08,43.38
ORD005947,CUST00779,2025-03-15,Electronics,17016.69,19550.88,1,Bengaluru,17016.69,19550.88,2534.19,12.96
ORD013567,CUST01778,2025-03-15,Groceries,82.72,95.25,1,Pune,82.72,95.25,12.53,13.15
ORD011527,CUST01505,2025-03-15,Groceries,136.2,151.44,1,Jaipur,136.2,151.44,15.24,10.06
ORD003160,CUST00409,2025-03-15,Sports,1196.66,1650.89,1,Lucknow,1196.66,1650.89,454.23,27.51
ORD012158,CUST01587,2025-03-15,Sports,3497.87,4824.87,1,Hyderabad,3497.87,4824.87,1327.0,27.5
ORD014205,CUST01865,2025-03-15,Groceries,177.94,196.52,2,Delhi,355.88,393.04,37.16,9.45
ORD014636,CUST01925,2025-03-15,Groceries,54.63,59.69,3,Lucknow,163.89,179.07,15.18,8.48
ORD013235,CUST01733,2025-03-15,Electronics,2542.82,2883.33,2,Bengaluru,5085.64,5766.66,681.02,11.81
ORD012686,CUST01662,2025-03-15,Beauty,940.62,1606.88,2,Hyderabad,1881.24,3213.76,1332.52,41.46
ORD013751,CUST01806,2025-03-15,Apparel,1614.91,2406.65,1,Lucknow,1614.91,2406.65,791.74,32.9
ORD004610,CUST00574,2025-03-15,Home & Kitchen,806.4,1107.55,3,Hyderabad,2419.2,3322.65,903.45,27.19
ORD004361,CUST00536,2025-03-15,Home & Kitchen,2933.72,4110.53,1,Ahmedabad,2933.72,4110.53,1176.81,28.63
ORD009433,CUST01224,2025-03-15,Apparel,1968.48,3497.28,3,Delhi,5905.44,10491.84,4586.4,43.71
ORD001148,CUST00154,2025-03-15,Electronics,6687.93,8105.4,1,Ahmedabad,6687.93,8105.4,1417.47,17.49
ORD004115,CUST00513,2025-03-15,Home & Kitchen,2037.46,2886.58,1,Bengaluru,2037.46,2886.58,849.12,29.42
ORD009972,CUST01310,2025-03-15,Electronics,10785.39,12013.34,2,Hyderabad,21570.78,24026.68,2455.9,10.22
ORD005313,CUST00686,2025-03-15,Apparel,1257.54,2263.85,1,Delhi,1257.54,2263.85,1006.31,44.45
ORD012752,CUST01666,2025-03-15,Sports,690.74,959.08,1,Bengaluru,690.74,959.08,268.34,27.98
ORD001502,CUST00199,2025-03-16,Apparel,1953.11,3166.58,1,Pune,1953.11,3166.58,1213.47,38.32
ORD008432,CUST01102,2025-03-16,Apparel,996.37,1473.65,2,Kolkata,1992.74,2947.3,954.56,32.39
ORD001514,CUST00200,2025-03-16,Home & Kitchen,911.88,1268.33,1,Bengaluru,911.88,1268.33,356.45,28.1
ORD003094,CUST00402,2025-03-16,Apparel,278.76,410.71,2,Delhi,557.52,821.42,263.9,32.13
ORD010078,CUST01317,2025-03-16,Electronics,17025.81,20359.98,1,Hyderabad,17025.81,20359.98,3334.17,16.38
ORD002191,CUST00281,2025-03-16,Electronics,8789.09,10287.77,1,Mumbai,8789.09,10287.77,1498.68,14.57
ORD000731,CUST00096,2025-03-16,Groceries,432.51,490.11,2,Kolkata,865.02,980.22,115.2,11.75
ORD004243,CUST00525,2025-03-16,Electronics,5137.28,5652.24,1,Ahmedabad,5137.28,5652.24,514.96,9.11
ORD014772,CUST01947,2025-03-16,Electronics,17522.88,20237.7,1,Chennai,17522.88,20237.7,2714.82,13.41
ORD000891,CUST00117,2025-03-16,Sports,3006.77,4262.12,2,Bengaluru,6013.54,8524.24,2510.7,29.45
ORD012638,CUST01656,2025-03-16,Groceries,112.9,125.82,2,Mumbai,225.8,251.64,25.84,10.27
ORD010259,CUST01343,2025-03-16,Home & Kitchen,3816.8,5147.84,2,Chennai,7633.6,10295.68,2662.08,25.86
ORD000968,CUST00127,2025-03-16,Apparel,1968.36,3137.63,1,Chennai,1968.36,3137.63,1169.27,37.27
ORD005779,CUST00752,2025-03-16,Electronics,9053.2,10008.31,2,Chennai,18106.4,20016.62,1910.22,9.54
ORD000284,CUST00040,2025-03-16,Sports,1601.14,2156.99,1,Mumbai,1601.14,2156.99,555.85,25.77
ORD014873,CUST01963,2025-03-16,Apparel,1105.11,1939.53,1,Delhi,1105.11,1939.53,834.42,43.02
ORD013607,CUST01783,2025-03-16,Home & Kitchen,1277.5,1735.8,3,Delhi,3832.5,5207.4,1374.9,26.4
ORD001888,CUST00250,2025-03-16,Beauty,1178.8,1956.19,1,Delhi,1178.8,1956.19,777.39,39.74
ORD013110,CUST01716,2025-03-16,Sports,1985.67,2561.73,1,Bengaluru,1985.67,2561.73,576.06,22.49
ORD014637,CUST01925,2025-03-16,Electronics,16499.2,19223.4,1,Lucknow,16499.2,19223.4,2724.2,14.17
ORD003948,CUST00499,2025-03-16,Apparel,1940.47,3047.14,1,Lucknow,1940.47,3047.14,1106.67,36.32
ORD007507,CUST00991,2025-03-16,Sports,3110.31,4051.75,1,Mumbai,3110.31,4051.75,941.44,23.24
ORD005822,CUST00759,2025-03-16,Beauty,357.19,696.88,1,Chennai,357.19,696.88,339.69,48.74
ORD010355,CUST01354,2025-03-17,Electronics,5391.73,6440.74,1,Hyderabad,5391.73,6440.74,1049.01,16.29
ORD010486,CUST01368,2025-03-17,Electronics,18009.14,21139.82,1,Mumbai,18009.14,21139.82,3130.68,14.81
ORD000249,CUST00036,2025-03-17,Home & Kitchen,2176.39,2878.92,1,Bengaluru,2176.39,2878.92,702.53,24.4
ORD014358,CUST01889,2025-03-17,Electronics,9805.84,11643.4,1,Pune,9805.84,11643.4,1837.56,15.78
ORD013089,CUST01714,2025-03-17,Beauty,328.23,593.05,1,Pune,328.23,593.05,264.82,44.65
ORD006813,CUST00892,2025-03-17,Apparel,764.29,1153.78,1,Chennai,764.29,1153.78,389.49,33.76
ORD005533,CUST00721,2025-03-17,Groceries,131.99,143.71,1,Jaipur,131.99,143.71,11.72,8.16
ORD004674,CUST00578,2025-03-17,Apparel,1265.49,2153.03,1,Pune,1265.49,2153.03,887.54,41.22
ORD002057,CUST00271,2025-03-17,Electronics,7392.82,8245.75,1,Delhi,7392.82,8245.75,852.93,10.34
ORD004235,CUST00525,2025-03-17,Apparel,1267.59,2026.81,2,Ahmedabad,2535.18,4053.62,1518.44,37.46
ORD010102,CUST01323,2025-03-17,Electronics,21044.61,23189.21,4,Kolkata,84178.44,92756.84,8578.4,9.25
ORD003392,CUST00438,2025-03-17,Beauty,760.68,1449.58,2,Bengaluru,1521.36,2899.16,1377.8,47.52
ORD000101,CUST00013,2025-03-17,Home & Kitchen,1367.72,1853.92,1,Jaipur,1367.72,1853.92,486.2,26.23
ORD013783,CUST01816,2025-03-17,Groceries,519.99,556.16,1,Pune,519.99,556.16,36.17,6.5
ORD002271,CUST00294,2025-03-17,Electronics,13739.89,15494.2,1,Hyderabad,13739.89,15494.2,1754.31,11.32
ORD005809,CUST00758,2025-03-17,Apparel,1332.77,2407.87,3,Jaipur,3998.31,7223.61,3225.3,44.65
ORD011884,CUST01553,2025-03-17,Groceries,76.41,86.39,1,Pune,76.41,86.39,9.98,11.55
ORD002864,CUST00379,2025-03-17,Home & Kitchen,3462.85,4753.09,2,Bengaluru,6925.7,9506.18,2580.48,27.15
ORD005966,CUST00782,2025-03-17,Beauty,1152.76,2098.51,2,Ahmedabad,2305.52,4197.02,1891.5,45.07
ORD006022,CUST00790,2025-03-17,Groceries,518.08,578.8,2,Lucknow,1036.16,1157.6,121.44,10.49
ORD006757,CUST00882,2025-03-17,Groceries,355.71,401.14,1,Ahmedabad,355.71,401.14,45.43,11.33
ORD006621,CUST00858,2025-03-17,Electronics,24831.51,27477.39,1,Delhi,24831.51,27477.39,2645.88,9.63
ORD000871,CUST00117,2025-03-17,Home & Kitchen,3482.29,4764.85,1,Bengaluru,3482.29,4764.85,1282.56,26.92
ORD001811,CUST00246,2025-03-17,Electronics,2224.81,2474.6,1,Hyderabad,2224.81,2474.6,249.79,10.09
ORD009417,CUST01221,2025-03-17,Apparel,1541.02,2453.12,2,Hyderabad,3082.04,4906.24,1824.2,37.18
ORD003405,CUST00442,2025-03-17,Apparel,1005.57,1656.9,2,Pune,2011.14,3313.8,1302.66,39.31
ORD009269,CUST01198,2025-03-17,Groceries,54.42,61.88,2,Jaipur,108.84,123.76,14.92,12.06
ORD014804,CUST01955,2025-03-17,Apparel,879.05,1351.99,1,Mumbai,879.05,1351.99,472.94,34.98
ORD004705,CUST00582,2025-03-17,Apparel,901.26,1415.42,1,Jaipur,901.26,1415.42,514.16,36.33
ORD000111,CUST00013,2025-03-17,Home & Kitchen,3315.87,4766.2,1,Jaipur,3315.87,4766.2,1450.33,30.43
ORD003364,CUST00438,2025-03-17,Home & Kitchen,3092.91,4200.8,1,Bengaluru,3092.91,4200.8,1107.89,26.37
ORD003180,CUST00412,2025-03-18,Apparel,1599.07,2523.77,1,Delhi,1599.07,2523.77,924.7,36.64
ORD010679,CUST01396,2025-03-18,Sports,2478.38,3142.46,1,Lucknow,2478.38,3142.46,664.08,21.13
ORD008064,CUST01053,2025-03-18,Home & Kitchen,1422.32,1890.04,2,Mumbai,2844.64,3780.08,935.44,24.75
